Counterfeit
93,0,68,110,102,85,68,119,170,187,195,178,153,136,93,51,34,42,34,25,25,59,59,51,85,85,68,59,34,25,34,25,59,68,59,51,17,8,25,42,42,25,17,0,0,0,0,8,0,0,34,34,25,34,25,34,34,17,17,34,34,25,17,8,8,8,34,76,161,195,212,238,255,255,255,238,246,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,140,218,218,210,175,183,200,210,200,183,183,175,105,52,60,70,52,8,0,17,8,17,70,87,70,52,43,35,25,17,52,87,87,70,35,25,25,52,60,35,35,25,25,8,8,17,17,25,60,70,52,70,87,78,78,70,43,70,105,105,87,60,43,43,43,60,105,175,235,253,245,253,245,227,235,253,253,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,117,108,226,253,217,181,181,198,198,172,172,181,181,144,81,72,72,62,62,62,45,72,72,98,126,98,90,108,90,72,62,62,81,108,108,72,72,72,72,62,45,45,36,26,36,81,72,36,62,81,62,36,53,53,53,53,53,45,36,36,17,8,0,26,62,72,108,153,198,226,226,217,217,226,244,253,244,253,255,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,17,61,140,132,105,88,105,132,184,184,176,149,114,44,17,26,52,26,0,8,52,52,44,88,114,88,96,79,70,52,35,44,52,61,44,17,17,44,70,61,52,44,17,26,26,44,52,35,44,70,79,61,79,96,88,88,96,79,79,70,52,52,44,44,44,61,114,184,220,246,255,237,211,202,220,246,246,246,237,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,25,119,170,161,136,136,170,204,212,195,187,178,136,76,34,34,34,25,0,25,68,59,51,93,102,76,59,59,59,42,42,68,85,76,51,34,34,59,76,59,42,25,17,25,25,34,34,34,51,76,68,51,68,76,68,59,51,42,59,59,42,25,25,25,34,68,153,212,238,229,238,246,255,255,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,68,51,136,187,178,153,144,170,170,153,144,136,127,102,76,42,42,34,51,68,51,34,59,68,102,102,76,68,68,59,34,34,51,76,93,85,68,68,51,51,42,25,17,8,8,34,59,59,59,34,68,85,34,17,25,25,25,17,8,8,8,8,0,0,0,8,42,93,136,178,221,221,221,229,238,255,255,255,255,238,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,26,96,167,149,114,96,132,158,158,167,167,167,123,105,61,52,52,52,52,35,44,61,61,96,105,96,96,88,70,61,61,70,96,96,96,70,61,61,70,61,44,35,26,26,26,35,61,52,26,61,70,35,52,61,52,44,26,26,26,26,17,0,17,17,26,52,123,202,228,237,255,246,237,237,255,255,255,246,237,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,61,46,115,146,138,107,100,123,161,200,192,169,154,123,69,38,46,46,46,23,15,61,46,46,77,69,46,46,38,30,30,23,46,61,46,30,7,0,23,46,46,30,23,0,0,23,23,15,0,23,46,30,46,69,46,46,46,38,46,53,46,38,30,23,30,38,53,107,169,200,223,231,238,246,246,238,246,246,254,254,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,61,53,146,177,169,138,154,177,184,184,192,192,177,107,46,46,69,61,30,0,15,46,30,46,77,69,61,46,38,30,15,23,61,77,61,30,15,15,30,38,23,15,0,0,7,23,30,15,15,46,46,23,30,46,38,30,15,15,15,23,15,7,7,15,7,38,92,169,215,238,246,246,254,254,254,254,254,246,246,246,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,79,94,190,207,174,166,182,182,190,198,190,174,151,111,55,71,71,71,55,15,31,55,55,63,86,71,63,55,47,23,7,0,23,31,39,23,23,15,39,31,23,15,0,7,23,39,39,23,47,86,86,63,63,79,55,55,55,23,15,23,23,23,23,39,55,86,135,198,223,231,239,231,223,231,254,246,246,246,239,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,46,53,130,154,130,100,100,146,177,177,177,177,161,123,69,38,38,38,38,7,15,46,38,38,92,92,69,69,69,53,23,7,38,69,69,38,23,30,46,53,38,23,7,0,0,15,38,38,23,38,77,53,38,69,38,38,38,30,30,38,38,23,15,23,23,38,84,154,200,215,223,231,238,238,246,254,246,238,238,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,34,69,220,162,104,104,116,174,197,185,150,150,139,116,58,58,81,46,46,11,34,58,58,81,162,127,104,92,92,58,34,58,92,104,69,58,34,58,69,58,23,11,11,11,11,58,23,11,11,58,58,23,34,34,23,23,11,11,11,11,0,0,0,11,11,34,69,139,185,197,208,220,232,243,255,255,255,243,255,243,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,89,172,179,165,151,151,179,200,200,200,193,179,138,69,62,82,75,55,34,41,69,55,69,96,75,69,62,55,41,34,55,82,82,75,55,48,55,62,62,41,27,13,13,20,27,27,27,20,27,41,27,41,48,34,34,27,20,27,27,20,0,6,20,27,41,82,138,193,227,241,241,248,248,248,255,248,248,248,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,63,100,191,209,182,145,172,191,218,182,145,145,127,109,72,54,54,54,36,18,0,0,18,36,72,72,63,63,63,45,36,36,63,81,81,54,36,27,36,54,45,36,18,0,9,18,45,45,27,36,81,63,36,63,54,45,36,36,36,36,36,9,0,9,18,36,81,136,182,218,236,245,245,245,254,254,245,245,236,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,67,157,202,187,150,135,165,172,165,135,120,120,127,97,52,45,52,45,37,22,0,37,45,60,82,67,67,67,67,67,45,52,82,105,90,67,52,45,45,45,37,45,22,22,37,60,82,75,45,60,60,15,15,45,45,37,37,37,30,22,22,30,37,45,75,105,135,165,172,210,240,240,240,255,255,255,255,247,240,247,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,44,17,88,132,132,88,88,105,167,202,202,202,184,140,105,44,35,26,17,0,0,26,52,52,88,96,105,114,79,52,44,35,52,61,61,52,35,44,52,79,61,44,44,17,17,26,52,44,17,35,79,61,61,79,61,52,61,52,26,52,44,35,8,8,17,17,35,88,132,184,184,202,220,220,228,246,255,255,255,246,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,73,98,196,196,172,147,155,164,164,155,155,147,147,123,57,49,73,73,57,24,0,24,16,57,90,65,57,49,57,41,24,24,57,65,73,57,41,49,57,57,49,24,0,0,8,41,49,32,49,90,57,49,65,57,49,41,32,24,32,41,24,16,16,24,24,41,90,155,213,237,237,237,237,254,254,254,237,229,237,237,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,71,23,86,143,151,127,103,111,143,166,159,159,151,127,63,31,47,63,63,31,31,63,79,55,86,94,71,71,63,63,55,39,55,63,79,86,63,63,55,55,31,31,23,0,23,39,63,47,31,63,63,39,31,47,39,31,31,31,31,31,31,31,15,15,23,23,63,111,190,231,239,246,254,254,254,254,254,239,239,239,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,111,71,151,198,182,135,143,166,182,151,151,159,151,135,111,71,79,71,71,63,47,55,71,79,103,94,86,86,86,86,71,63,86,103,94,63,47,55,55,47,23,7,0,7,39,55,63,55,55,79,71,39,31,47,47,39,39,31,31,31,31,23,15,31,31,55,86,135,174,190,215,254,254,246,239,239,246,254,254,254,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,70,35,88,132,140,105,79,114,158,184,193,193,176,123,52,44,70,70,52,35,8,35,44,44,79,79,70,79,61,26,0,0,35,61,61,35,26,35,79,79,61,61,8,0,26,44,44,35,35,70,88,61,70,70,61,61,61,52,44,70,70,44,26,35,35,52,88,140,193,220,228,237,255,246,220,211,211,220,228,237,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,127,191,236,227,209,200,182,191,182,163,154,154,163,118,45,36,27,18,45,36,9,36,63,109,100,72,72,72,72,54,63,81,91,81,72,54,54,36,36,27,36,18,9,36,45,72,63,27,54,91,54,18,36,45,36,27,27,18,18,36,9,0,9,18,36,63,109,136,182,209,218,227,245,245,245,254,254,254,245,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,51,0,81,163,173,122,91,132,173,173,173,183,173,163,102,30,20,30,20,20,20,30,51,51,102,102,91,81,71,51,20,30,81,91,91,61,51,51,51,51,40,20,10,0,10,40,61,51,40,40,81,71,30,51,61,51,51,40,30,20,20,10,0,10,20,20,51,91,142,183,214,224,244,255,244,244,255,244,244,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,90,0,65,147,164,131,106,114,164,188,188,172,164,147,73,32,57,57,41,8,8,49,32,49,90,65,57,41,32,24,0,8,41,65,65,41,24,24,32,57,41,32,32,24,0,0,24,24,16,32,65,57,49,65,65,49,49,32,8,32,32,24,8,16,24,24,41,73,147,205,221,246,254,254,246,246,246,246,246,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,77,38,92,123,123,107,107,123,138,130,123,138,130,100,53,46,53,46,46,30,15,30,53,61,77,53,53,61,53,38,23,30,53,61,61,53,38,38,46,38,30,23,7,0,30,53,53,46,38,69,77,46,53,61,53,46,38,38,30,30,30,23,30,30,38,61,100,154,207,223,223,231,231,246,246,254,246,254,231,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,105,82,165,210,195,172,172,180,180,187,180,172,172,112,45,30,37,30,22,22,22,37,45,75,75,60,52,52,52,30,22,30,52,75,67,52,45,37,37,45,22,15,0,0,22,45,52,37,30,52,60,37,45,52,45,45,52,37,37,37,45,22,22,37,37,52,90,172,217,240,255,255,255,255,255,247,232,232,232,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

Try These
43,76,171,178,136,101,110,127,153,171,195,195,162,74,45,33,59,43,25,26,51,34,51,102,93,76,59,43,43,34,17,34,59,59,34,25,25,34,59,43,34,25,0,0,8,0,25,34,34,68,68,51,68,68,68,59,51,51,59,51,58,43,34,34,34,43,93,161,204,229,255,229,212,238,238,238,238,246,229,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,61,38,123,154,123,92,92,123,154,161,154,146,123,84,38,31,38,38,31,23,31,53,31,61,92,77,77,69,61,46,31,31,38,53,53,46,31,31,46,46,38,31,23,7,0,7,31,23,15,46,61,38,38,61,61,62,62,31,31,66,61,31,30,30,30,50,107,176,232,254,246,246,238,254,254,254,246,238,238,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,69,167,205,184,139,130,162,169,146,130,131,115,92,46,38,53,38,15,7,0,15,31,38,77,77,69,61,61,46,38,31,46,69,69,38,31,38,38,38,23,15,7,0,7,24,38,38,23,38,69,69,38,46,38,38,38,38,30,30,15,7,7,31,38,38,84,146,192,207,223,223,231,246,254,246,238,238,238,239,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,79,182,215,182,174,190,207,198,182,174,174,174,143,111,63,86,86,71,39,15,31,47,55,86,79,71,63,63,55,31,31,47,47,47,47,31,39,39,47,39,30,23,15,23,39,71,63,39,39,71,47,15,39,47,39,39,31,23,23,23,15,0,15,15,31,63,119,174,198,223,237,239,245,254,239,239,231,223,223,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,68,102,170,176,170,161,161,161,127,102,102,102,102,76,59,8,25,34,43,43,8,25,43,51,59,43,51,68,68,42,25,25,43,51,76,51,25,17,8,25,8,8,17,8,17,34,51,59,25,42,68,17,0,25,43,25,8,0,0,0,8,8,8,8,34,68,93,144,170,195,195,195,229,237,238,255,255,255,238,238,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,65,130,196,181,164,154,181,197,196,172,173,180,154,97,30,41,57,65,47,30,26,50,48,65,66,65,67,55,42,24,16,32,65,65,65,50,50,48,57,32,32,24,8,8,30,50,41,30,57,65,30,16,32,32,30,25,16,17,17,17,0,0,0,8,24,57,123,172,213,221,237,236,246,254,254,254,246,237,237,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,148,140,140,124,95,70,61,70,79,79,35,26,43,35,35,17,17,43,61,79,70,61,52,52,44,35,26,44,52,52,44,44,44,44,34,26,26,27,17,34,53,62,52,45,43,44,22,0,16,17,25,26,16,0,16,17,16,17,16,35,53,79,132,167,184,202,211,202,211,202,202,211,220,228,237,236,255,255,246,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
